ID,Created,FirstAssigned,Resolved,Support Group,Store,Classification,Assigned To,Priority,Num Assigns,Reopened,Title
IR278,1/20/2017 21:34,1/20/2017 22:32,1/22/2017 0:39,Retail Payments,Hyde Park,Credit Card Issue,Joy,1,2,No,“The soul becomes dyed with the colour of its thoughts.” 
IR279,5/15/2016 13:26,5/16/2016 18:17,5/17/2016 4:14,Retail Support,Downtown,Scale Broken,Hannah,4,3,No,"“If someone is able to show me that what I think or do is not right, I will happily change, for I seek the truth, by which no one was ever truly harmed. It is the person who continues in his self-deception and ignorance who is harmed.” "
IR280,1/26/2017 4:22,1/26/2017 11:33,2/3/2017 9:31,Retail Support,Hyde Park,Other,Frank,3,3,Yes,“If it is not right do not do it; if it is not true do not say it.” 
IR281,9/13/2016 3:38,9/13/2016 11:37,9/14/2016 4:13,Retail Payments,Hyde Park,Credit Card Issue,Joy,3,1,No,"“Never let the future disturb you. You will meet it, if you have to, with the same weapons of reason which today arm you against the present.” "
IR282,7/20/2016 22:57,7/21/2016 7:50,7/24/2016 7:36,Help Desk,Sunset Valley,Permission Request,Emily,2,2,No,“Very little is needed to make a happy life; it is all within yourself in your way of thinking.” 
IR283,2/12/2017 19:01,2/13/2017 7:58,2/16/2017 23:51,Retail Support,Hyde Park,Lane Frozen,Hannah,2,1,No,"“The object of life is not to be on the side of the majority, but to escape finding oneself in the ranks of the insane.” "
IR284,2/3/2017 20:32,2/4/2017 3:41,2/6/2017 23:29,Retail Payments,Lamar,Tax Issue,Kelly,2,1,No,"“I have often wondered how it is that every man loves himself more than all the rest of men, but yet sets less value on his own opinion of himself than on the opinion of others.” "
IR285,9/16/2016 20:29,9/17/2016 1:02,9/17/2016 12:37,Help Desk,Wells Branch,Email,Charlie,3,2,No,“Reject your sense of injury and the injury itself disappears.” 
IR286,5/7/2016 0:26,5/7/2016 5:20,5/9/2016 18:40,Retail Support,Sunset Valley,Scale Broken,George,1,2,No,“The best revenge is not to be like your enemy.” 
IR287,12/27/2016 1:46,12/28/2016 21:23,12/30/2016 2:51,Help Desk,Downtown,Desktop Support,Diego,2,1,No,"“Whenever you are about to find fault with someone, ask yourself the following question: What fault of mine most nearly resembles the one I am about to criticize?” "
IR288,6/23/2016 4:41,6/24/2016 4:17,6/25/2016 0:56,Help Desk,Wells Branch,Permission Request,Emily,3,3,No,"“When another blames you or hates you, or people voice similar criticisms, go to their souls, penetrate inside and see what sort of people they are. You will realize that there is no need to be racked with anxiety that they should hold any particular opinion about you.” "
IR289,3/21/2017 7:39,3/21/2017 18:43,3/22/2017 3:22,Retail Support,Lamar,Lane Frozen,Frank,2,1,No,“The first rule is to keep an untroubled spirit. The second is to look things in the face and know them for what they are.” 
IR290,7/27/2016 8:17,7/28/2016 7:09,8/4/2016 22:38,Retail Support,Wells Branch,Other,Frank,3,1,No,“How much more grievous are the consequences of anger than the causes of it.” 
IR291,8/22/2016 7:21,8/23/2016 6:31,8/27/2016 2:02,Retail Support,Downtown,Other,Frank,2,3,Yes,"“Do not act as if you were going to live ten thousand years. Death hangs over you. While you live, while it is in your power, be good.” "
IR292,9/3/2016 1:22,9/3/2016 14:54,9/6/2016 1:13,Retail Payments,Downtown,Tax Issue,Kelly,3,2,No,"“Begin each day by telling yourself: Today I shall be meeting with interference, ingratitude, insolence, disloyalty, ill-will, and selfishness – all of them due to the offenders’ ignorance of what is good or evil.” "
IR293,11/18/2016 10:34,11/19/2016 8:58,11/20/2016 21:07,Retail Payments,Hyde Park,Credit Card Issue,Laura,3,3,No,“Look well into thyself; there is a source of strength which will always spring up if thou wilt always look.” 
IR294,6/23/2016 5:56,6/24/2016 23:56,6/25/2016 2:04,Retail Support,Sunset Valley,Lane Frozen,Frank,2,2,No,"“Here is a rule to remember in future, when anything tempts you to feel bitter: not ""This is misfortune,"" but ""To bear this worthily is good fortune.” "
IR295,9/14/2016 23:29,9/15/2016 0:53,9/15/2016 4:16,Retail Payments,Lamar,Tax Issue,Laura,3,4,No,"“How much time he gains who does not look to see what his neighbour says or does or thinks, but only at what he does himself, to make it just and holy.” "
IR296,12/16/2016 23:15,12/17/2016 6:30,12/20/2016 9:48,Help Desk,Wells Branch,Desktop Support,Diego,1,1,No,"“You are a little soul carrying about a corpse, as Epictetus used to say.” "
IR297,10/23/2016 13:53,10/24/2016 10:16,10/25/2016 1:04,Help Desk,Lamar,Permission Request,Adam,1,3,No,R10 lane is frozen. Stuck on loading screen
IR298,2/17/2017 6:18,2/17/2017 9:27,2/21/2017 13:07,Retail Payments,Sunset Valley,Tax Issue,Joy,1,1,Yes,cash register not working
IR299,10/22/2016 19:04,10/24/2016 8:00,10/29/2016 15:12,Retail Payments,Hyde Park,Tax Issue,Joy,2,3,No,lane is down. The lane won't do the thingerjig
IR300,7/23/2016 8:52,7/25/2016 8:01,7/25/2016 22:58,Retail Payments,Hyde Park,Tax Issue,Kelly,3,3,Yes,apple pay not working
